ID_REF,G3.2_0ISO_1,G3.2_0ISO_2,G3.2_0ISO_3,G3.2_5ISO_1,G3.2_5ISO_2,G3.2_5ISO_3
3870_562,7.6603,7.6404,7.6662,7.8341,7.6536,7.6998
3871_751,7.3644,7.5324,7.4353,7.6690,7.6208,7.5868
3872_811,7.3066,7.3009,7.3892,7.5616,7.3769,7.4707
3873_920,10.6362,10.5096,10.4984,10.6871,10.6947,10.6934
3874_179,8.5339,8.5868,8.4551,8.4772,8.3079,8.2861
3875_401,10.0631,10.2184,10.0868,10.1590,10.1496,10.2864
3876_79,10.3093,10.3773,10.3511,10.4605,10.4449,10.4703
3877_317,10.6748,10.6906,10.6802,10.6772,10.6623,10.6948
3878_86,10.6891,10.6736,10.6913,10.7045,10.6667,10.6916
3879_35,10.6926,10.7047,10.6814,10.6650,10.6769,10.6860
387_1210,5.9430,6.1671,6.0038,7.0520,7.2631,7.2161
3880_3936,8.4650,8.1910,8.2770,8.4429,8.2096,8.3117
3881_3825,8.4831,8.4259,8.3772,8.5990,8.5472,8.5442
3882_201,5.0868,4.9837,5.0348,5.2630,5.0343,5.1459
3883_515,8.2132,8.4056,8.1557,8.2300,8.2839,8.2487
3884_350,7.6501,7.7423,7.5643,7.4189,7.4121,7.3410
3885_49,7.5027,7.4276,7.2494,7.2216,7.2044,7.0123
3886_615,7.3921,7.5398,7.3567,7.0214,7.2367,7.1356
3887_385,6.8493,6.8018,6.6113,6.6590,6.5194,6.4510
3888_1739,7.6237,7.5883,7.5319,7.6055,7.4656,7.4121
3889_202,8.5865,8.9205,8.7526,8.2188,8.0938,7.8850
388_1156,6.6218,6.4856,6.4649,6.8191,6.7498,6.7420
3890_566,6.9149,6.9465,7.0339,6.8345,6.7153,6.6630
3891_854,8.2143,8.0584,7.9423,7.9157,7.9058,7.8512
3892_145,8.3271,8.2580,8.2081,8.2473,8.1125,8.1399
3893_338,5.9335,6.1088,6.0016,6.2128,6.2087,6.2676
3894_124,10.0326,10.0300,9.9337,9.7625,9.6327,9.7098
3895_337,7.0112,7.2861,7.2227,7.2129,7.1782,7.1685
3896_203,5.1077,4.4891,4.9094,4.6146,4.6934,4.6567
3897_1284,4.4907,4.8558,4.7191,4.9117,4.9265,4.8876
3898_578,6.0245,5.8523,5.7938,6.0680,5.9233,5.9106
3899_736,7.2843,7.1396,7.1568,7.4668,7.3581,7.4246
389_1224,6.7577,6.7587,6.7251,7.1547,6.9954,7.0461
38_1468,4.4985,4.2973,4.0780,4.6629,4.0830,4.2578
3900_1401,8.3781,8.1354,8.0939,8.2493,8.2251,8.1821
3901_339,5.1858,4.9004,5.0255,4.7296,4.6642,4.5845
3902_203,5.4665,5.4711,5.3546,5.7647,5.7449,5.8048
3903_646,9.1531,9.2152,9.0928,8.7926,8.8331,8.8478
3904_1537,9.2925,9.3014,9.0924,8.8584,8.6860,8.6253
3905_1208,10.5864,10.6950,10.6957,10.6432,10.6978,10.6378
3906_1284,7.0867,7.1283,6.9357,6.9460,6.9276,6.8831
3907_1948,3.9892,4.0278,3.7900,4.0566,3.9881,3.9555
3908_630,7.0556,7.2824,7.1650,7.3881,7.2562,7.3418
3909_3486,7.5723,7.6879,7.5022,7.2832,7.1814,7.1678
390_1402,6.6392,6.5978,6.5397,6.4070,6.2889,6.2957
3910_1416,6.2117,6.1802,6.0164,6.0664,5.9782,6.0477
3911_440,6.3301,5.4960,5.5426,5.5520,5.5477,5.7390
3912_274,7.3000,7.3081,7.2533,6.8331,6.7842,6.7692
3913_94,7.0915,7.0255,6.9207,6.8624,6.7668,6.6779
3914_1045,8.1384,8.0301,7.9694,7.5583,7.2846,7.1797
3915_1414,7.6207,7.5762,7.5716,7.9736,8.0090,8.1149
3916_71,6.6409,6.4906,6.6034,6.1845,6.1253,6.3974
3917_283,5.0843,5.0072,4.8224,5.0492,5.0294,5.2801
3918_16,5.1759,5.1784,5.1356,4.6943,4.9147,4.9093
3919_2049,5.4101,5.3394,5.2644,5.2495,4.9906,5.0784
391_502,5.3536,5.6229,5.4571,5.7525,5.6703,5.6131
3920_220,5.1087,4.7160,4.6433,4.8714,4.6450,4.6508
3921_330,7.3695,7.4119,7.2582,6.6200,6.5086,6.4901
3922_1178,4.5130,4.4912,4.3150,4.6603,4.5444,4.5141
3923_509,4.6229,4.5595,4.3612,4.7971,4.6276,4.5926
3924_1177,4.4389,4.2542,4.1484,4.4904,4.5169,4.4632
3925_764,4.6359,4.6608,4.5716,6.1653,6.0629,6.0283
3926_704,4.7546,4.4559,4.5896,4.7120,4.8688,4.9906
3927_939,4.6860,4.8801,4.8884,5.1741,5.4734,5.3761
3928_875,4.2204,4.3215,4.2933,4.7791,4.6903,4.6784
3929_1346,4.5549,4.5542,4.4205,4.6666,4.5878,4.6569
392_814,7.1328,7.4093,7.3871,7.6008,7.5231,7.4895
3930_211,7.8303,7.9847,7.8079,8.0183,8.0363,7.9963
3931_331,7.5663,7.5433,7.4541,7.9193,7.6967,7.6530
3932_2043,6.5617,6.5615,6.3750,6.6445,6.5450,6.5372
3933_324,7.8499,8.0274,7.8892,7.6833,7.6696,7.5947
3934_386,8.1079,8.0771,8.0111,7.8859,8.0091,8.0074
3935_856,6.3112,6.4070,6.2506,6.2818,6.2158,6.2387
3936_165,8.3634,8.2800,8.4001,8.2838,8.3720,8.2819
3937_442,7.0838,6.7979,6.7643,6.8726,6.8644,6.8154
3938_20,3.8942,3.7455,3.4860,3.7737,3.7620,3.6566
3939_511,4.0000,4.3078,4.2379,3.8482,4.2244,4.1814
393_914,9.3798,9.4296,9.2984,9.2029,9.1412,9.1010
3940_802,5.6764,5.9440,5.9680,6.0856,6.2295,6.2342
3941_22,6.1921,6.1358,6.2160,6.1242,6.0485,6.0643
3942_868,6.2624,6.1705,6.1802,6.0018,6.0250,6.0862
3943_1152,6.5510,6.7350,6.6577,6.9195,6.8209,6.8366
3944_900,7.6391,7.6779,7.6018,7.7772,7.8471,7.7973
3945_1024,8.5445,8.5762,8.4656,8.2878,8.1190,8.1253
3946_16,4.1726,4.1015,4.2000,4.2343,4.0209,3.9067
3947_669,7.0030,6.9685,6.9103,6.5875,6.5974,6.6309
3948_241,7.1528,7.1394,7.0131,6.7543,6.7428,6.8084
3949_208,6.6897,6.4910,6.5038,6.5282,6.3352,6.4764
394_268,9.9702,10.0153,9.8982,9.9239,9.8682,9.8139
3950_2374,6.4921,6.3556,6.2545,6.5698,6.5505,6.6065
3951_9,8.8224,8.8794,8.8274,8.7934,8.9991,8.9414
3952_87,7.0121,7.3216,7.3542,6.5021,6.5530,6.6351
3953_1156,5.1057,5.1155,4.8983,5.3832,5.0620,5.1053
3954_20,6.2809,6.5464,6.4388,6.6747,6.6803,6.6026
3955_339,5.5207,5.4151,5.2523,5.4710,5.4856,5.5515
3956_1223,7.2707,7.3680,7.3557,7.3395,7.5268,7.6773
3957_1400,7.0569,6.9536,6.9023,6.8276,6.7627,6.7746
3958_1217,4.0671,3.9815,3.8915,3.8635,3.7935,3.7345
3959_1483,4.9095,4.7181,4.6807,4.9911,4.7732,4.7697
395_1673,7.8180,7.7238,7.6187,7.6394,7.4478,7.4192
3960_201,4.9602,5.3046,4.9342,5.0505,5.0112,4.9023
3961_1034,5.3608,5.4061,5.0911,5.3013,5.1484,4.9893
3962_1018,5.3810,4.6860,4.6945,4.4099,4.4134,4.2502
3963_513,5.1638,4.6485,4.6995,4.8948,4.7704,4.5253
3964_536,4.6205,4.2901,4.1937,4.5062,4.2823,4.3066
3965_816,4.7097,4.7131,4.5218,4.4522,4.4480,4.4545
3966_884,5.6066,5.2998,5.3324,5.4750,5.3251,5.2484
3967_334,5.1277,5.0717,5.1694,4.9394,5.1550,5.1456
3968_226,6.0878,5.9340,5.8285,5.7344,5.6278,5.5842
3969_778,8.2549,8.3015,8.2357,8.8653,8.8345,8.8606
396_457,8.3133,8.2222,8.0974,8.2166,8.1559,8.1812
3970_420,7.5470,7.4255,7.4280,7.1417,7.1997,7.2266
3971_1854,5.8033,5.7857,5.6492,5.4028,5.7067,5.6647
3972_920,4.6564,4.7203,4.6055,4.3719,4.6468,4.5665
3973_1542,4.6877,4.7399,4.6857,4.9697,4.6888,4.7990
3974_690,4.7004,4.2939,4.3297,4.5780,4.5481,4.6367
3975_131,5.0618,4.6569,4.5624,4.8144,4.5610,4.7960
3976_1711,4.2709,4.0587,4.0642,4.5362,3.9442,4.3909
3977_529,4.9886,4.7271,4.9432,4.9056,4.9294,4.7744
3978_489,4.8977,4.9426,4.8915,4.9057,4.8613,4.9174
3979_684,5.4050,5.3096,5.4089,5.0879,5.5713,5.5808
397_268,6.0817,6.1417,6.2145,6.0530,6.2534,6.3211
3980_1165,4.9160,4.8009,4.9541,5.0039,4.9888,4.9602
3981_891,5.6510,5.7406,5.6439,5.8291,5.6836,5.7195
3982_763,6.5470,6.6066,6.6327,6.8145,6.5826,6.6376
3983_278,5.3717,5.4095,5.3720,5.1622,5.2411,5.3492
3984_88,6.2307,6.1851,6.0184,6.0229,6.0226,5.9832
3985_418,5.5387,5.4670,5.3957,5.2555,5.3570,5.3104
3986_215,5.7027,5.9632,5.8963,5.4550,5.7383,5.7567
3987_220,5.0884,5.0221,4.9177,4.9687,5.0034,5.2411
3988_1071,4.4229,4.1267,4.0861,4.3116,4.3280,4.3268
3989_11,4.2600,4.0106,4.1335,4.1959,4.3367,4.0229
398_556,8.7741,8.6402,8.7804,8.9678,8.7709,8.9363
3990_466,5.1800,5.0408,4.8630,5.0289,5.1105,4.8715
3991_465,4.8620,4.7722,4.8684,4.8822,5.0245,5.1756
3992_360,4.7101,4.4418,4.5071,4.5683,4.5385,4.5922
3993_495,5.5393,5.0852,4.8122,5.2358,4.9898,4.9835
3994_287,4.5998,4.2981,4.1801,4.6913,4.3705,4.6500
3995_428,4.1080,3.5626,3.8655,3.9030,3.7718,3.8043
3996_14,4.5628,4.1259,4.1651,4.5117,4.1800,4.3591
3997_861,4.3639,4.2905,4.2929,4.2624,4.4881,4.2825
3998_257,4.2342,4.1775,3.9755,4.1820,4.1668,4.3558
3999_275,4.4858,4.3202,4.4047,4.2840,4.4441,4.3781
399_471,5.9827,6.1081,5.9792,6.1791,6.1688,6.1588
39_338,4.9758,4.7400,4.8872,5.0930,4.8994,4.7859
3_1070,7.9207,7.9380,7.9062,7.8191,8.0596,8.1039
4000_29,7.0445,6.7290,6.7834,7.1533,6.9443,6.8120
4001_2005,7.8978,8.2294,7.9097,7.2995,7.3879,7.2233
4002_605,6.5501,6.5634,6.2207,6.3659,6.1980,6.1562
4003_1240,8.2233,8.3574,8.3172,7.7711,7.7982,7.7510
4004_978,5.2496,5.1893,5.0857,5.3155,5.2081,5.1948
4005_375,6.3986,6.3491,6.1952,6.1277,6.0510,6.0400
4006_1073,4.5183,4.2170,4.2804,4.3858,4.3226,4.2338
4007_1061,4.0245,3.9703,3.9491,4.0525,4.0298,3.9258
4008_717,4.8806,4.4513,4.5288,4.7337,4.7155,4.8440
4009_1871,4.1723,4.0786,3.8622,4.0480,3.8474,3.8479
400_88,7.9350,7.7406,7.7391,7.7761,7.7636,7.7664
4010_804,4.9767,4.5891,4.5036,4.9930,4.8961,4.8280
4011_1273,5.2587,5.3272,5.0675,5.1013,5.0711,5.0079
4012_1199,5.4419,5.4492,5.2191,5.4487,5.3951,5.3649
4013_285,5.7347,6.1602,5.9354,5.6746,5.6388,5.6571
4014_704,4.7030,4.4467,4.4599,4.9682,4.6603,4.4774
4015_1276,6.0346,5.1704,5.2143,5.1403,5.3481,5.3397
4016_519,4.8926,4.8902,4.9635,5.4525,5.4003,5.3797
4017_1359,5.9756,5.8195,5.7815,6.1561,6.1777,6.2055
4018_161,5.5258,5.6009,5.6151,5.0055,5.2455,5.2720
4019_208,5.8892,6.0392,6.0845,5.7397,5.8050,5.8106
401_830,7.7581,7.8990,7.8079,7.8767,7.8857,7.8481
4020_135,4.8758,4.3374,4.2792,4.4607,4.2700,4.3713
4021_77,3.9171,4.0775,3.9308,3.6559,3.9619,3.8361
4022_845,5.3989,5.3181,5.2331,5.3167,5.3030,5.4391
4023_1041,5.8040,5.9113,5.8200,5.6016,5.6508,5.6094
4024_1826,4.7031,4.6027,4.5889,4.9612,4.6705,4.8552
4025_1163,5.6323,5.2140,5.2760,5.2502,5.3959,5.2456
4026_1277,3.8482,4.1330,4.1726,4.1616,4.1657,4.1021
4027_113,4.2422,4.0945,4.0308,4.2999,4.0765,4.1949
4028_156,6.8232,6.8210,6.6392,6.5277,6.2975,6.3187
4029_1566,6.4985,6.2848,6.1808,6.4257,6.0845,6.1132
402_48,7.0920,7.2581,7.1181,7.5501,7.3551,7.3975
4030_282,6.3684,6.1152,6.0525,6.1280,5.8311,5.7443
4031_1110,7.7402,7.4140,7.4927,7.4713,7.2860,7.6134
4032_1356,6.2627,5.8926,5.9815,6.2942,6.0719,6.2777
4033_235,7.7523,6.9839,6.8963,7.4032,7.3095,7.3734
4034_1151,7.2483,7.3521,7.3399,7.5728,7.5291,7.5577
4035_26,8.8609,8.6879,8.5134,8.8883,8.9491,8.9052
4036_1472,7.7135,7.5753,7.5578,8.2461,8.1712,8.3254
4037_309,9.1712,9.3780,9.2151,8.5565,8.5423,8.5205
4038_513,4.5734,4.5288,4.2923,4.6286,4.2498,4.3740
4039_865,6.4131,6.6736,6.6055,6.7592,6.7330,6.8069
403_334,7.3183,7.4224,7.3115,7.8537,7.8576,7.8845
4040_468,9.7398,10.0441,9.9337,10.1768,10.1481,10.1357
4041_80,6.2549,6.1929,6.2695,6.7184,6.4131,6.3922
4042_35,8.9941,8.7619,8.7525,7.4708,7.3125,7.3858
4043_272,7.7074,7.8568,7.6059,7.4257,7.5205,7.5790
4044_487,6.2884,6.3254,6.2708,5.3391,5.6630,5.5126
4045_888,4.5451,4.6321,4.6874,4.7933,5.0558,4.9857
4046_94,7.1146,6.7245,6.7985,6.4706,6.4799,6.3672
4047_341,6.2608,6.1472,6.0617,5.9162,5.8467,6.0222
4048_428,5.3470,5.1121,4.9429,4.9596,4.9263,4.8431
4049_1118,7.2020,6.6214,6.8523,6.6428,6.6691,6.5591
404_926,7.1708,7.1443,6.8327,7.2046,7.1757,7.1093
4050_692,7.0742,7.2694,7.2499,7.0434,7.0882,7.0429
4051_1256,4.2793,4.3250,4.0880,4.6109,4.1932,4.1949
4052_83,5.7457,5.4958,5.3903,5.6198,5.3261,5.3850
4053_161,6.2003,6.2525,6.2141,6.0038,5.9480,5.9435
4054_3242,4.9143,4.8931,5.0525,4.8260,4.9863,4.8720
4055_805,7.9271,7.9427,7.8936,7.9032,7.8297,7.7785
4056_699,7.8261,7.8106,7.6093,7.6389,7.2811,7.2896
4057_433,7.8107,7.8480,7.8191,7.7666,7.9083,7.8646
4058_873,5.6938,5.9056,5.8086,6.3890,6.4065,6.4961
4059_1166,6.6829,6.5449,6.3820,6.1664,6.1379,6.0479
405_265,8.7730,8.7522,8.6240,8.4828,8.5145,8.5213
4060_352,7.0796,7.1775,7.0689,6.8627,6.8232,6.7255
4061_774,7.0292,6.9661,6.8622,6.6895,6.5938,6.5830
4062_1571,5.4459,5.2854,5.2130,5.5051,5.4215,5.3623
4063_707,9.8139,9.7967,9.7209,9.8520,9.8524,9.7540
4064_93,9.9912,9.9207,9.8591,10.1875,10.0908,10.0776
4065_995,6.7429,6.5036,6.5325,7.1423,6.7137,6.7242
4066_680,8.0969,8.0869,8.0083,8.3486,8.2289,8.2332
4067_858,6.8626,6.7332,6.6944,7.2324,7.1110,7.2629
4068_153,6.5173,6.5999,6.5933,6.5762,6.6840,6.7128
4069_1109,9.4302,9.1180,9.1266,9.3066,9.2298,9.2160
406_544,6.4008,6.4345,6.3675,6.5826,6.4969,6.4741
4070_114,8.4363,8.2815,8.2399,8.2114,8.2339,8.1983
4071_2020,7.4497,7.2869,7.3427,7.3858,7.0681,7.0568
4072_211,6.3958,6.2378,6.0728,6.0528,6.0802,6.0270
4073_257,4.4441,4.4125,4.2641,4.1066,4.3299,4.2533
4074_302,4.1571,4.2915,4.1511,4.3246,4.1693,4.1614
4075_596,4.7902,4.9049,4.9777,4.7606,5.2711,5.1084
4076_191,5.7284,4.9884,4.9629,5.6675,5.2130,5.4598
4077_445,5.2428,4.7033,4.9238,5.2393,5.1256,5.1745
4078_993,4.5774,4.3762,4.4357,4.6212,4.3157,4.3827
4079_1438,5.9285,6.0202,5.8728,5.6561,5.7439,5.6527
407_1295,8.3596,8.4006,8.4611,8.5261,8.4401,8.3114
4080_110,6.1101,5.9517,5.8599,5.9791,6.0860,6.0190
4081_285,6.3453,6.2339,6.0409,6.1271,6.0576,6.0789
4082_251,6.4326,6.5278,6.3616,5.9785,6.0712,5.9998
4083_519,6.0814,6.0218,5.9138,6.0255,5.9733,5.9763
4084_928,5.1462,5.2930,5.2432,5.1338,5.1131,5.0985
4085_871,5.0002,4.8508,4.7993,5.1130,4.8470,5.2253
4086_246,4.2105,4.2834,4.1277,4.3745,4.2647,4.1789
4087_409,5.0971,4.8593,4.7866,4.9556,4.9210,4.8047
4088_532,5.3295,5.5255,5.3985,5.2353,5.4269,5.2673
4089_511,5.2266,4.9382,4.8974,5.1113,4.8714,4.8696
408_212,7.8405,7.9171,7.8717,8.1443,7.9935,8.0222
4090_242,5.1564,4.9559,4.9031,5.0466,5.1151,5.1112
4091_85,4.0398,3.7527,3.6101,3.7042,3.8129,3.9106
4092_160,9.3261,9.2498,9.2795,9.5460,9.3241,9.3587
4093_85,8.2888,8.4949,8.4168,8.4643,8.4788,8.5532
4094_116,8.9111,8.7207,8.8604,9.2942,8.9655,9.0883
4095_126,9.3068,9.2739,9.2678,9.6908,9.5361,9.6941
4096_748,4.0474,3.8503,3.8648,3.8678,3.8342,3.8253
4097_124,4.0006,3.6689,3.7481,4.1142,4.0000,4.0000
4098_266,6.5050,6.4753,6.4808,6.4877,6.3686,6.3510
4099_45,8.8435,9.0899,9.0151,8.7963,8.8441,8.8357
409_135,7.1992,7.2590,7.2123,7.2123,7.2364,7.2317
40_729,4.2967,4.1454,4.1416,4.2628,4.1021,4.0088
4100_1247,8.6628,8.6453,8.6006,8.4354,8.5949,8.6977
4101_608,4.3407,4.6345,4.5712,4.4838,4.5593,4.3304
4102_314,6.0513,6.4024,6.3175,6.0928,5.9705,6.0331
4103_775,6.3704,6.1941,6.0646,6.1734,6.0529,6.0131
4104_311,6.1419,6.2542,6.2162,6.0773,6.1703,6.1102
4105_1787,5.8211,5.8840,5.6649,5.7833,5.7738,5.6880
4106_516,6.9497,6.9742,6.7367,6.3158,6.3344,6.2905
4107_778,4.7277,4.6884,4.6598,4.4518,4.6236,4.6135
4108_449,6.0341,5.6171,5.7019,6.1915,5.9076,5.9738
4109_66,8.9210,8.8419,8.9599,8.5329,8.7553,8.8163
410_1297,7.5482,7.5794,7.3969,8.1900,7.9365,8.0004
4110_1290,4.8899,4.9295,4.9132,5.2814,4.9711,5.0594
4111_148,7.7494,7.7477,7.6933,7.4407,7.3424,7.3675
4112_1345,6.8107,6.8776,6.9158,6.7442,6.7349,6.6650
4113_3633,8.8498,8.8763,8.8152,8.5400,8.6443,8.6490
4114_144,8.2465,8.2994,8.2976,8.0174,8.0395,8.0932
4115_26,7.2852,7.1780,7.0598,6.8411,6.6847,6.7828
4116_177,6.5294,6.4015,6.2644,6.1377,5.9827,5.9589
4117_353,8.8642,8.6902,8.8098,9.3386,9.2032,9.2670
4118_661,6.0348,6.1099,6.0488,5.5195,5.6818,5.6927
4119_1233,5.4293,5.1964,5.0460,5.5687,5.0820,5.0912
411_263,6.2722,6.3704,6.3415,6.4236,6.5142,6.6111
4120_655,5.2127,5.3311,5.0846,5.1087,4.8779,4.9016
4121_864,5.7096,5.8040,5.7551,5.6718,5.6081,5.7029
4122_641,7.0919,7.1407,6.9142,7.2263,7.2851,7.2850
4123_1293,7.6588,7.7998,7.6246,7.7491,7.8092,7.8470
4124_382,8.1554,8.4466,8.3304,8.3903,8.4379,8.4970
4125_1299,8.1998,8.1707,8.1668,8.2855,8.2042,8.1711
4126_319,6.8066,6.8834,6.7603,6.9579,6.9980,7.0123
4127_385,5.1827,5.1268,5.0712,5.1133,5.1100,5.1174
4128_2083,5.5215,5.1060,5.0176,5.2009,5.2062,5.2411
4129_1304,4.5686,4.5230,4.5263,4.5869,4.7187,4.7344
412_758,7.0934,7.0743,6.9505,7.1306,7.0461,7.1205
4130_1145,5.1686,4.8754,4.7268,4.9663,4.9529,4.9409
4131_742,4.8928,4.9586,4.8447,4.8231,5.0795,4.9031
4132_2547,5.2076,5.1421,5.1203,5.3652,5.2122,5.1252
4133_55,8.8415,8.7359,8.7665,9.0309,9.0493,9.0918
4134_191,7.7373,7.6445,7.6264,8.1935,8.1545,8.1268
4135_814,6.8269,6.9470,6.8467,7.2689,7.3087,7.3383
4137_145,4.8736,5.0950,4.9869,4.6032,4.6389,4.6278
4138_502,5.4983,5.3050,5.2500,5.2976,4.9999,5.1189
4139_329,7.3914,7.6025,7.5674,6.8456,6.8696,6.9450
413_245,9.0356,9.1738,9.1541,9.1224,9.2358,9.2156
4140_356,8.5754,8.5483,8.6289,7.7798,7.7174,7.7147
4141_1765,5.3435,5.5137,5.4711,5.6325,5.7664,5.7546
4142_257,6.9898,7.2118,7.3611,7.5608,7.7311,7.7518
4143_323,7.8434,7.7144,7.8941,8.3278,8.2753,8.3388
4144_105,5.3606,5.6001,5.6320,5.5328,5.3779,5.3366
4145_866,4.2156,4.5336,4.5295,4.4917,4.3019,4.3039
4146_2618,6.6273,6.4559,6.4528,6.7171,6.4591,6.4794
4147_336,8.2793,8.2971,8.0782,8.1895,8.0920,8.0173
4148_1353,8.4424,8.3032,8.1798,8.2474,7.9792,7.8931
4149_1013,7.6320,7.6396,7.5670,7.6751,7.4913,7.4624
414_1160,5.7472,5.8283,5.7252,5.9373,5.8840,5.8849
4150_861,7.3505,7.1253,7.1479,7.3699,7.2097,7.3144
4151_1386,6.0441,6.0534,5.9784,5.8943,5.7755,5.8847
4152_695,5.4665,5.3883,5.4017,5.4412,5.2054,5.1631
4153_1263,6.2836,6.5219,6.3085,6.0421,6.0386,5.9664
4154_381,4.5251,4.7269,4.7137,4.5016,4.7162,4.6856
4155_987,5.0047,4.7576,4.9029,5.0711,4.9905,5.0245
4156_314,4.9275,4.6839,4.6829,4.8251,4.8872,4.8508
4157_929,6.3659,6.4555,6.3123,5.5308,5.5901,5.6164
4158_1040,6.5442,6.6133,6.7626,6.4534,6.4783,6.5545
415_635,8.4176,8.2877,8.3307,8.6143,8.5372,8.7072
4161_1134,4.0956,4.2830,4.1756,4.2847,4.1071,4.2805
4162_5,4.1416,3.6323,3.4731,3.9542,3.7861,3.7434
4163_1023,6.7746,6.9367,6.7868,6.5538,6.6028,6.6025
4164_1019,4.2849,4.5002,4.3416,4.3616,4.3096,4.4933
4165_788,5.7635,5.6645,5.7797,6.0969,5.8370,5.7873
4166_3,3.0013,3.7587,2.9709,2.6355,3.5012,3.6551
4167_8,6.5226,6.2386,6.3010,5.8417,5.8131,5.8041
4168_191,6.4452,6.4973,6.5394,6.3589,6.3955,6.3867
4169_935,4.8336,4.7573,4.6498,4.8524,4.7037,4.8185
416_208,9.2649,9.2292,9.1876,9.1483,9.1321,9.1786
4171_169,5.0494,4.9595,4.8676,5.1338,4.9186,5.0059
4172_55,4.5858,4.6630,4.5466,4.6963,4.6533,4.7030
4173_453,5.4786,5.3677,5.2387,5.5314,5.2584,5.3272
4174_912,6.7896,6.9600,6.8561,6.4356,6.5537,6.4494
4175_421,4.7167,4.7059,4.5160,4.7398,4.6653,4.5726
4176_699,4.9808,5.1655,4.9663,4.9034,5.2546,5.1876
4177_2222,5.7132,5.6997,5.5199,5.8352,5.7051,5.6439
4178_687,5.3545,5.9559,5.2691,4.8488,5.2415,5.1461
4179_298,5.0066,5.5669,4.9130,4.8063,4.6322,4.6173
417_109,9.5891,9.5068,9.4935,9.6220,9.3400,9.2755
4182_752,7.0736,7.1754,7.0968,7.3759,7.3346,7.2610
4183_1243,4.5278,4.3082,4.4450,4.2562,4.3615,4.3313
4184_1885,5.4741,5.7915,5.5545,5.5480,5.5084,5.4438
4185_792,4.9271,4.6868,4.6717,4.9317,4.6257,4.7221
4186_744,4.4301,4.0070,4.1079,3.9815,4.0906,3.8956
4187_738,5.3847,5.0266,5.0371,5.2202,5.1300,5.1372
4188_272,4.9176,5.0768,5.0611,5.0108,4.9228,4.8817
4189_197,4.9372,4.8112,4.6725,4.9276,4.7316,4.8021
418_1776,9.2460,9.0777,9.0167,9.1575,8.9252,8.8512
4190_762,5.2851,5.4621,5.2485,5.3262,5.3354,5.3131
4191_914,4.3570,4.4231,4.1693,4.1333,4.1404,4.1481
4192_164,4.5946,4.1875,4.2203,4.5271,4.2803,4.3190
4193_942,4.6510,4.4336,4.4693,4.6470,4.3187,4.5573
4194_104,6.5982,6.4855,6.5739,5.9268,5.9141,5.8470
4195_173,4.9580,4.5950,4.6068,4.9002,4.6952,4.7581
4196_313,5.1259,4.8230,4.8876,5.1899,5.0486,5.1997
4197_23,5.5398,4.8794,4.8670,4.9531,5.1415,4.9496
4198_122,3.9630,4.2125,4.0687,3.7282,4.1394,3.9962
4199_787,4.4029,4.4527,4.3988,4.5072,4.3607,4.3605
419_780,9.4702,9.4142,9.3670,9.5212,9.3827,9.3071
41_1236,4.3714,4.2793,4.3217,4.3354,4.3778,4.3633
4200_630,4.1929,4.4753,4.4259,4.1108,4.3718,4.3914
4201_1049,5.0561,5.0200,4.9448,4.7565,4.5481,4.6026
4202_660,5.5236,5.6072,5.4733,4.9884,5.0413,4.9284
4203_387,7.1485,7.1993,7.1276,6.3909,6.1853,6.2020
4204_280,5.4151,5.0513,4.9324,5.4703,5.0157,5.1879
4205_87,10.4903,10.6243,10.5369,8.1239,8.1693,8.1291
4206_154,9.0262,9.1382,8.9927,6.5714,6.4402,6.3865
4207_325,7.1855,7.4241,7.3530,5.1078,4.9496,4.8602
4208_2303,6.3753,6.4086,6.3765,4.6165,4.4730,4.3476
4209_77,6.5634,6.7210,6.7510,4.7974,4.9645,4.9781
420_1041,7.4423,7.5696,7.4542,7.6696,7.3588,7.3432
4210_459,5.8932,5.8360,5.6516,4.5653,4.2875,4.3588
4211_849,7.2229,7.3388,7.2230,5.8123,5.8997,5.9213
4212_1298,5.6202,5.7002,5.6223,6.1039,6.1001,6.1763
4213_754,5.4081,5.5502,5.3181,5.0460,5.1714,5.1034
4214_841,6.1478,6.1725,6.0156,5.8931,5.9192,5.8886
4215_688,7.2698,7.3315,7.1329,7.3000,7.3778,7.4551
4216_612,4.4493,4.3825,4.2814,4.5273,4.1805,4.3170
4217_240,5.6982,5.1088,4.9992,5.5059,5.2200,5.3964
4218_811,5.1184,5.3421,5.2207,5.5287,5.3887,5.3752
4219_1128,6.6877,6.7447,6.7121,6.3529,6.8653,6.8674
421_311,7.5112,7.8029,7.7832,8.0483,7.8009,7.7803
4220_415,6.9869,7.0072,6.9349,6.7271,6.8914,6.8266
4221_630,4.7351,4.4263,4.5312,4.0665,4.0244,3.9723
4222_510,6.4818,6.5190,6.4238,6.1628,6.3790,6.2778
4223_996,4.5642,4.9506,4.6031,4.6187,4.5750,4.4640
4224_781,5.2163,5.1849,5.0484,5.1908,5.0960,5.0468
4225_641,5.1988,4.7804,4.7942,5.2400,4.9234,4.9565
4226_1069,5.2372,5.1062,5.0170,5.0205,5.0205,4.9267
4227_984,6.1783,6.2591,6.1985,6.0157,5.9430,5.9057
4228_867,5.2248,5.2425,5.1738,5.1037,5.0440,5.0487
4229_673,6.1936,6.1330,6.1641,6.0622,5.8355,5.8637
422_242,7.1880,7.0789,7.1129,6.7224,6.8162,6.9838
4230_1294,5.5076,5.5936,5.5455,5.3566,5.3841,5.2335
