ID_REF,G3.2_0ISO_1,G3.2_0ISO_2,G3.2_0ISO_3,G3.2_5ISO_1,G3.2_5ISO_2,G3.2_5ISO_3
1001_115,6.7180,6.5388,6.4214,6.5042,6.5109,6.4569
1002_33,4.4016,4.3838,4.3317,4.6060,4.3970,4.3821
1003_942,5.1714,5.5612,5.5590,5.0110,5.1391,5.1211
1004_552,8.1956,8.1221,8.0568,8.0742,7.8784,7.8425
1005_657,7.5389,7.6606,7.5818,7.6731,7.5159,7.5641
1006_393,8.0096,8.1133,7.9952,8.0573,8.0850,8.0537
1007_41,8.0951,7.7434,7.7714,7.7218,7.6651,7.7567
1008_680,5.3777,5.3623,5.3429,5.2257,5.3080,5.5215
1009_267,4.8357,4.7570,4.6109,4.8989,4.7053,4.7405
100_1058,4.7815,4.9319,4.9387,4.9914,4.7294,4.8161
1010_197,4.4351,4.4848,4.4601,4.3252,3.9584,4.1344
1011_76,5.0255,5.1306,5.2171,5.0392,4.7408,4.8247
1012_411,4.8384,4.6167,4.5565,4.5418,4.0884,4.2470
1013_388,4.4595,4.5586,4.5496,4.3043,4.2816,4.2663
1014_158,4.3565,3.9140,4.3275,4.5044,4.1498,4.1561
1015_23,4.8726,5.8646,5.1591,5.7584,5.7926,5.6159
1016_25,7.4178,7.5993,7.3591,7.1685,7.4016,7.2450
1017_1368,5.2884,5.3001,5.2601,5.3446,5.4121,5.4580
1018_1092,5.0100,5.3700,5.2903,5.6923,5.5898,5.7352
1019_1473,7.5658,7.4570,7.3656,7.3738,7.2988,7.1902
101_1163,4.5876,4.7150,4.4284,4.7652,4.5753,4.4077
1020_2206,6.5652,6.5423,6.4554,6.5282,6.5691,6.5862
1021_9,6.0427,6.1987,6.1519,6.1601,6.2579,6.2741
1022_120,6.6811,6.3238,6.3572,6.2971,6.0646,6.1135
1023_1036,4.9913,5.0681,4.9639,5.7547,5.4722,5.6218
1024_453,6.6446,6.8299,6.7513,7.0319,6.9936,6.9633
1025_1008,7.4234,7.6110,7.5679,7.8733,7.8094,7.7750
1026_524,7.6446,7.7850,7.6687,7.3657,7.4498,7.4657
1027_489,6.4246,6.3572,6.2457,6.2019,6.0832,6.0680
1028_23,5.3191,5.7877,5.8066,5.6140,5.3827,5.4335
1029_1008,7.2600,7.4699,7.3948,7.2337,7.3930,7.5656
102_302,4.4548,4.4065,4.1819,4.3754,4.1030,4.1786
1030_36,7.0378,6.6789,6.7425,6.9166,6.8152,6.9311
1031_81,6.3605,6.4689,6.4236,6.9190,6.8970,6.9591
1032_826,7.0836,6.8702,6.9544,7.4840,7.3727,7.3216
1033_411,5.6292,5.5686,5.5328,5.9539,5.8446,5.9246
1034_492,7.0474,7.0151,6.9008,7.0863,7.1574,7.1100
1035_829,5.7839,5.7882,5.6923,5.6189,5.5656,5.5379
1036_283,8.2413,8.2029,8.1574,7.6587,7.5725,7.5495
1037_413,8.1274,8.0858,8.0444,7.4073,7.4788,7.4279
1038_605,7.1297,6.9095,6.8506,6.6541,6.4631,6.4674
1039_1375,7.8382,7.8615,7.7291,7.6490,7.7495,7.8312
103_846,7.5564,7.7089,7.4588,7.4743,7.4779,7.4019
1040_251,6.5054,7.0186,6.6079,6.9098,7.0052,6.8787
1041_150,7.0879,7.6178,7.2188,7.6286,7.6031,7.5559
1042_331,6.5135,7.0228,6.4549,7.1694,7.3494,7.2121
1043_294,5.5538,6.4474,5.5925,6.6042,6.4752,6.3919
1044_121,6.2806,7.4278,6.5451,7.4217,7.5518,7.4182
1045_509,5.9910,6.8174,5.9084,7.0378,6.7789,6.7112
1046_1137,5.4431,5.9264,5.2819,6.3068,6.0551,5.8958
1047_521,6.0360,7.0589,6.3197,7.2884,7.2097,7.0630
1048_572,5.3709,6.2086,5.5458,6.5739,6.4497,6.3144
1049_502,5.9850,7.3188,6.3940,7.4936,7.4300,7.2934
104_247,7.0575,6.9119,6.7656,6.6953,6.4839,6.4133
1050_1050,6.4906,7.6532,6.8702,7.6368,7.7033,7.6445
1051_631,5.7623,6.8373,6.0104,6.8648,6.9698,6.7626
1052_1599,6.7750,7.2320,6.6662,7.0899,6.9397,6.8681
1053_904,6.4353,6.9525,6.4706,6.8426,6.7795,6.7205
1054_2797,7.2041,6.9606,7.0110,7.1153,6.9792,6.9641
1055_276,4.2394,4.3247,4.3491,4.0707,4.2643,4.2495
1056_904,8.1171,8.2619,8.2272,7.9852,8.0336,7.9679
1057_285,7.4879,7.4029,7.3812,7.2435,7.0298,7.0919
1058_143,10.3801,10.3400,10.3309,10.5793,10.3611,10.3934
1059_2,10.7022,10.6828,10.6851,10.6940,10.6756,10.6460
105_675,6.7715,6.6718,6.5937,6.6134,6.5173,6.5158
1060_635,8.4403,8.8339,8.6438,8.4289,8.5687,8.4706
1061_511,8.7785,8.6504,8.7395,8.5591,8.5151,8.4681
1062_810,8.1141,7.9387,7.9174,7.7177,7.6793,7.6105
1063_535,9.7137,9.7863,9.7251,9.5656,9.6848,9.6014
1064_89,10.5671,10.7044,10.6902,10.6894,10.6906,10.7007
1065_1160,8.8609,8.8045,8.9192,9.0574,9.1502,9.2838
1066_515,6.7690,6.8172,6.8108,6.5492,6.4737,6.5316
1067_676,6.3593,6.4603,6.2334,6.1124,5.9402,5.9570
1068_534,7.2997,7.1485,7.1035,7.0058,6.8732,6.7918
1069_863,7.2060,7.0909,7.0577,6.7605,6.9140,7.0111
106_1313,9.2984,9.1805,9.2456,9.1460,9.0994,9.1287
1070_683,7.0821,7.2412,7.2977,7.2430,7.2315,7.2086
1071_1228,8.4501,8.2834,8.2176,9.1722,9.1188,9.2613
1072_2109,5.8519,6.1020,5.4512,4.2384,4.4558,4.5461
1073_281,8.3478,8.3243,8.2478,7.7331,7.6914,7.7453
1074_205,8.2490,8.3052,8.1871,7.6817,7.6238,7.6591
1075_583,8.2715,8.3689,8.2883,7.8282,7.9592,8.0349
1076_633,6.7339,6.5745,6.4831,6.6486,6.4120,6.4909
1077_826,7.6702,7.5529,7.6254,7.6061,7.5062,7.5497
1078_384,8.2038,7.8496,7.8843,7.9956,7.8954,7.8315
1079_1172,8.6735,8.4000,8.4495,8.5479,8.5205,8.5253
107_533,8.0049,7.4681,7.4983,7.8970,7.7640,7.7937
1080_338,5.0462,5.2362,4.9463,5.4318,5.4334,5.4149
1081_382,6.1315,6.1479,5.8680,6.0271,5.8378,5.8169
1082_211,5.2484,5.1346,5.2988,6.2302,5.9583,6.1534
1083_701,5.8953,5.7319,5.6646,6.5212,6.4743,6.5214
1084_3251,7.4989,7.5013,7.3642,7.6082,7.6355,7.7626
1085_853,3.9695,3.7487,3.6829,3.8556,3.8658,3.7248
1086_997,6.7574,6.6701,6.5574,6.8629,6.7858,6.7735
1087_549,7.7016,7.6809,7.7137,7.7364,7.7789,7.6592
1088_1087,7.4251,7.4416,7.2852,7.4926,7.4288,7.4127
1089_714,7.4951,7.3687,7.4525,7.2648,7.3116,7.3685
108_2610,7.9182,7.8746,7.8844,8.4615,8.4032,8.2744
1090_688,7.1680,7.2705,7.2241,7.3086,7.2644,7.3059
1091_568,4.9538,4.9274,4.9925,5.2184,5.0780,5.1279
1092_272,5.0375,5.2660,5.3062,5.3507,5.3619,5.3855
1093_635,7.0853,7.0863,7.2039,7.2287,7.2199,7.3041
1094_747,8.0728,8.2424,8.2046,8.1893,8.2614,8.3319
1095_750,8.0957,8.0288,7.9185,7.8785,7.8225,7.8167
1096_1092,8.4232,8.6074,8.5907,8.4290,8.4300,8.4376
1097_910,8.8193,8.3834,8.2665,7.9337,7.8470,7.9556
1098_763,7.4311,7.4494,7.4429,7.5763,7.7371,7.6847
1099_1342,6.6172,6.5776,6.5390,6.2660,6.4852,6.5825
109_1761,8.2891,8.0213,8.0269,8.6327,8.4842,8.5329
10_370,4.5746,4.9594,4.6885,4.7043,5.0246,4.7521
1100_392,7.1307,6.8191,6.9422,6.9613,6.7410,6.8492
1101_892,7.7650,7.4052,7.4944,8.4102,8.0862,8.0354
1102_392,7.7130,7.8089,7.6281,7.8681,7.8074,7.8034
1103_771,8.8653,8.9613,8.8992,8.9997,9.0307,8.9944
1104_409,6.9362,6.9687,6.8451,7.1542,7.1235,7.1116
1105_593,6.3287,6.2329,6.1545,6.5433,6.5664,6.4911
1106_1050,10.2390,10.2372,10.1370,10.2369,10.0720,10.1292
1107_52,5.0393,4.9568,5.0096,5.8975,5.5941,5.6005
1108_268,4.5411,5.0912,5.1342,6.2659,6.2260,6.1900
1109_826,7.0012,7.1415,7.1086,7.5853,7.5020,7.4861
110_1291,8.7429,8.9504,8.7504,9.1652,9.1687,9.3117
1110_979,4.5554,4.6500,4.5315,4.5421,4.2894,4.3383
1111_80,4.9854,5.0304,4.9986,4.8573,4.8316,4.7435
1112_170,6.9476,6.7310,6.6887,6.6138,6.5821,6.5290
1113_7,5.7221,5.6520,5.7574,5.6725,5.7822,5.7925
1114_530,5.9305,6.0159,6.1030,6.1347,6.1684,6.1941
1115_6,5.0510,4.9364,5.3119,4.9316,5.1713,5.3154
1116_330,4.2127,4.1622,3.9843,4.1099,4.2681,4.2204
1117_294,4.5317,4.3499,4.3790,4.5420,4.3432,4.4091
1118_1204,4.0717,4.3393,4.3319,4.2321,4.3240,4.2614
1119_123,5.8119,6.1604,6.2201,5.9489,6.1613,5.8541
111_1806,3.8658,3.5710,3.4204,4.0402,3.6925,3.7235
1120_321,4.3340,4.4455,4.3024,4.2659,4.1497,4.2741
1121_219,4.4381,4.2710,4.2422,4.5528,4.3332,4.3018
1122_463,4.2199,4.0232,3.9194,4.0615,3.9939,4.1050
1123_580,4.4932,4.5689,4.6010,4.7299,4.5341,4.6836
1124_268,4.4689,4.7352,4.4721,4.5622,4.4504,4.4348
1125_254,4.1445,4.2503,4.2527,4.0659,4.3611,4.0197
1126_193,4.2768,4.5547,4.2561,4.1471,4.1639,4.2008
1127_364,4.2373,4.3929,4.3607,4.4479,4.2310,4.2435
1128_304,5.4720,6.2055,6.1524,5.6537,5.5960,5.5857
1129_16,9.0869,9.3266,9.4602,9.1768,9.4694,9.4295
112_2021,7.9899,8.1871,8.0117,8.1597,8.0199,8.1434
1130_222,3.8416,3.8935,3.8437,3.6854,4.0032,3.7458
1131_294,4.9286,5.5118,5.5446,5.6284,5.6201,5.5512
1132_391,6.8653,7.1558,7.0413,6.9787,7.0354,7.0232
1133_1125,6.9002,7.3323,7.1959,7.3691,7.2466,7.2481
1134_113,4.9656,6.0473,5.8002,6.5538,6.4312,6.2854
1135_27,4.6350,5.1041,5.0743,5.4278,5.5266,5.5726
1136_88,4.8743,4.9770,4.9054,5.7232,5.5112,5.5956
1137_62,5.1743,5.5364,5.3502,6.2382,6.1106,6.1544
1138_1372,4.0232,4.0971,4.0403,4.3805,4.2024,4.1091
1139_103,4.9477,4.5048,4.5139,4.9862,4.6307,4.6906
113_254,7.4532,7.1724,7.0960,7.3319,7.2926,7.2690
1140_2188,5.9217,5.8377,5.9098,5.7502,5.7164,5.6510
1141_10,6.3783,6.3151,6.3130,6.6868,6.5562,6.7833
1142_82,7.2913,7.5334,7.7712,7.0296,7.7087,7.7090
1143_57,4.6769,4.5411,4.4373,4.7776,4.6119,4.6764
1144_23,4.1227,4.4186,4.2456,3.8896,3.7763,3.8563
1145_127,5.6006,5.7059,5.6862,5.4886,5.6681,5.6409
1146_44,7.3639,7.1408,7.3006,7.2124,7.2929,7.3647
1147_636,7.2116,6.9121,7.1258,7.1692,6.9374,6.9985
1148_419,8.0817,8.1825,8.1435,8.1602,8.0606,8.0217
1149_189,6.4302,6.5087,6.5201,6.8294,6.6957,6.7013
114_513,9.0480,8.9966,9.0234,9.2139,9.0972,9.0723
1150_270,6.6986,6.1759,6.4197,4.9084,4.6030,4.5994
1151_126,7.8263,8.0132,7.9926,7.6040,7.5804,7.5792
1152_517,7.6566,7.6866,7.6011,7.2439,7.2195,7.2031
1153_264,6.1260,6.1796,6.1833,6.1968,5.9707,6.0165
1154_691,4.1816,4.1599,4.1448,4.2585,4.1161,4.2783
1155_206,5.1014,5.2475,5.2660,5.3733,5.2422,5.1686
1156_1123,5.3096,5.4050,5.3989,5.4360,5.5842,5.5142
1157_207,8.5937,8.7919,8.5983,8.3535,8.3375,8.3697
1158_1167,7.5091,7.4830,7.4318,7.7973,7.5171,7.6143
1159_510,7.0757,6.9997,6.7535,6.9700,6.8343,6.9281
115_535,8.0860,7.8580,8.0362,8.1919,7.9520,7.9557
1160_1165,4.7944,4.7905,4.8312,4.4268,4.3146,4.4249
1161_1240,6.7150,6.2604,6.2882,5.5391,5.5074,5.4235
1162_690,7.2855,7.4506,7.3296,6.2463,6.3843,6.2923
1163_1692,7.2376,7.5672,7.4274,7.6969,7.7276,7.7518
1164_523,6.6839,6.6146,6.4093,6.4738,6.4471,6.4214
1165_238,6.9247,7.3111,7.2061,6.7047,6.8263,6.8359
1166_663,6.3716,6.3063,6.2466,6.2397,6.0941,5.9438
1167_155,5.8908,5.2625,5.2606,5.4538,5.1320,5.2338
1168_254,4.6973,4.8381,4.6471,4.6092,4.4364,4.2787
1169_1584,4.4610,4.3390,4.3407,4.5806,4.3328,4.2729
116_154,7.6082,7.4372,7.5162,7.6906,7.4324,7.5065
1170_1342,7.2262,7.3129,7.1744,7.6330,7.5078,7.4660
1171_502,6.8145,6.7127,6.5967,6.7746,6.7577,6.7746
1172_963,7.0944,6.8532,6.6252,6.9518,6.8442,6.7403
1173_1777,5.4554,5.4209,5.4418,5.3178,5.3703,5.3840
1174_2754,4.8289,4.8023,4.7016,5.0588,4.7905,4.7587
1175_813,7.3305,7.1192,6.9976,7.5244,7.4172,7.5161
1176_507,7.4784,7.6780,7.6746,7.8569,7.7322,7.7331
1177_57,8.8187,6.9866,6.8066,7.5621,7.5080,7.6159
1178_1358,6.4372,6.5392,6.4382,6.2280,6.3181,6.3408
1179_776,8.3208,8.3149,8.1638,8.5001,8.4792,8.6877
117_1193,8.3811,8.6937,8.4030,7.3533,7.3842,7.4169
1180_506,7.2857,7.3875,7.3014,7.3029,7.4156,7.4476
1181_131,6.3230,6.5406,6.4397,6.8403,6.5763,6.6152
1182_1123,7.0141,7.1396,7.1243,7.1384,7.1979,7.1857
1183_813,7.1006,6.7722,6.9715,6.9817,6.8110,6.7913
1184_634,6.1227,6.2640,6.2572,6.4953,6.3384,6.3086
1185_71,6.0629,6.2554,6.0931,6.3929,6.1864,6.1967
1186_533,7.1866,7.2683,7.2196,7.4676,7.5248,7.5368
1187_492,8.3995,8.3195,8.3064,8.5073,8.4539,8.3850
1188_63,6.0359,5.9799,6.0616,5.6336,5.9792,5.9363
1189_63,6.1563,6.1600,6.3104,5.5037,6.1756,6.1225
118_2011,7.8051,8.0047,7.9735,7.4763,7.6711,7.8282
1190_63,6.1417,6.0379,6.1033,5.7004,5.9594,5.9935
1191_924,6.9746,6.9457,6.9115,7.5925,7.5082,7.5790
1192_22,5.5852,5.5846,5.5194,5.1817,4.9401,4.8951
1193_401,7.3403,7.3211,7.2749,7.0892,7.2330,7.0802
1194_271,8.0131,7.9550,7.9322,8.0488,7.9910,8.0529
1195_1313,4.6939,4.9775,4.8022,5.2330,5.2904,5.1779
1196_162,7.0844,7.0832,7.1353,6.9123,6.7959,6.7675
1197_1190,6.9616,6.9016,6.8741,6.7736,6.6210,6.4959
1198_1305,6.0618,4.9384,5.0106,5.2454,5.0667,5.2968
1199_2522,4.8610,4.6496,4.7141,4.7316,4.5972,4.5896
119_323,8.0656,8.1130,8.1633,8.6187,8.4201,8.4013
11_230,5.1144,4.7004,4.7394,5.3012,4.9590,5.0688
1200_1463,5.0000,4.9251,4.8755,4.5688,4.6589,4.5131
1201_134,4.8200,4.4124,4.7387,4.3032,4.4589,4.6007
1202_235,4.8694,4.6946,4.5373,4.5945,4.5432,4.4208
1203_144,4.3038,4.5252,4.6612,4.2768,4.6893,4.6711
1204_9,5.5469,5.8469,5.8251,5.4705,5.9789,5.8857
1205_535,8.7437,8.7663,8.7129,9.3663,9.2042,9.1663
1206_219,8.1390,8.0837,8.1864,8.5473,8.4142,8.4207
1207_822,6.5386,6.7470,6.6662,6.5486,6.3431,6.3652
1208_823,6.9673,6.9983,6.9835,6.9294,6.7700,6.8106
1209_637,7.3464,7.3619,7.3993,7.2546,7.2578,7.3651
120_357,8.9651,9.2411,9.1797,9.2182,9.1363,9.1169
1210_208,8.0769,7.8658,7.9144,8.2240,7.9522,8.1494
1211_571,6.2130,6.5642,6.5744,6.6183,6.7503,6.7131
1212_571,5.1834,5.0027,5.0083,4.9937,5.2314,5.1368
1213_2484,8.2549,7.8682,7.8829,8.3359,8.1937,8.3911
1214_572,6.8566,6.6337,6.6219,6.4545,6.4266,6.5290
1215_1584,9.6054,9.4227,9.4594,9.4414,9.3712,9.4071
1216_648,6.6464,6.3690,6.3719,6.7532,6.4116,6.4180
1217_562,6.4701,6.4055,6.3916,6.5792,6.5161,6.5701
1218_903,6.1469,6.0938,6.0450,6.2770,6.2172,6.3551
1219_861,6.1389,5.7266,5.8336,6.0196,6.0402,6.2768
121_627,6.4733,6.5861,6.5894,6.6689,6.7446,6.7396
1220_230,7.8172,7.7975,7.7512,7.6480,7.7932,7.8270
1221_1285,7.3994,7.4912,7.4338,7.2237,7.2349,7.2093
1222_114,8.3063,8.1002,8.0293,8.6579,8.7411,8.7627
1223_1158,6.8619,7.0284,6.9735,6.6300,6.6285,6.6182
1224_158,8.5546,8.6166,8.5161,8.3375,8.2520,8.2720
1225_446,5.9682,6.4770,5.9808,5.6357,5.7733,5.8902
1226_163,7.0851,7.3037,7.3228,7.2597,7.2621,7.3613
1227_157,7.5566,7.5238,7.5315,7.6746,7.5878,7.6594
1228_396,7.5086,7.3975,7.3896,7.6348,7.4408,7.5302
1229_451,7.1282,6.0268,6.1337,5.8133,5.8269,6.1012
122_541,7.1040,6.9948,6.9951,7.2265,7.1380,7.1352
1230_292,5.0406,5.0975,4.9987,5.2145,5.0138,5.1677
1231_433,5.0845,4.8925,4.8690,5.2940,4.9210,4.9913
1232_21,4.4439,4.3525,4.4903,4.0026,4.5090,4.5529
1233_700,7.8856,7.8486,7.5904,8.0769,8.0280,8.1120
1234_867,6.9432,6.9576,6.7445,6.9802,6.8051,6.8644
1235_1102,6.7518,6.8507,6.7631,6.6878,6.7226,6.7016
1236_1173,7.1790,7.0373,6.9581,7.0804,7.0350,6.9578
1237_1064,7.2892,7.1247,7.0133,7.1980,7.2442,7.1077
1239_598,7.6354,7.6337,7.6186,7.4647,7.7005,7.7578
123_240,6.6302,6.1449,6.0360,6.1752,6.2692,6.2611
1240_205,7.8777,7.9418,7.8463,8.1080,8.0274,8.0789
1241_1763,5.2043,5.3323,5.0687,4.9784,5.0459,4.9766
1242_407,8.5171,8.7668,8.8222,8.8796,8.9051,8.8920
1243_363,7.8422,7.9207,7.8332,7.5972,7.6724,7.6651
1244_429,6.6490,6.7260,6.7117,6.5729,6.4312,6.3774
1245_741,7.3979,7.3208,7.3265,7.2857,7.3169,7.2767
1246_59,5.9643,6.1653,6.1237,6.1131,6.4487,6.4701
1247_1673,8.7547,8.6644,8.5173,8.3108,8.2328,8.2332
1248_772,7.8800,7.8162,7.9081,8.2380,7.9775,7.9251
1249_84,8.3190,8.1064,8.3527,8.0591,8.2324,8.1877
124_937,4.9949,5.1939,5.0617,5.4478,5.4965,5.4259
1250_32,6.7502,6.4134,6.4335,6.6220,6.7464,6.5202
1251_2619,8.0134,8.1300,7.8950,7.9118,7.7662,7.7178
1252_393,7.8052,7.7332,7.6011,8.0401,7.8617,7.9338
1253_465,7.1057,6.9615,6.9238,6.9615,6.7879,6.8495
1254_79,8.1551,8.2602,8.1086,7.9290,7.9771,7.9709
1255_1038,6.2341,6.3545,6.2573,6.0942,6.2384,6.2038
1256_355,7.0369,7.2723,7.1634,7.6585,7.4852,7.4855
1257_98,6.4887,6.6919,6.8190,7.1489,7.2667,7.2401
1258_48,5.9378,5.8439,5.7321,6.3397,6.2673,6.3719
1259_610,8.5503,8.6243,8.5977,8.3616,8.1872,8.1993
125_247,7.8971,7.9747,7.8352,7.7672,7.6101,7.5074
1260_44,8.2379,8.1347,8.1543,7.5835,7.5194,7.4820
1261_1864,4.5696,4.7924,4.5816,4.1454,4.6093,4.4653
1262_1552,6.7773,6.5719,6.5165,6.8620,6.8059,6.9504
1263_804,7.2015,7.0315,6.9306,7.6324,7.5320,7.4686
1264_744,8.5991,8.5341,8.6063,9.1882,9.1320,9.2349
1265_193,5.0575,5.2667,5.0842,5.3196,5.2254,5.2372
1266_619,6.3585,6.4686,6.3831,6.4028,6.4093,6.3827
1267_728,6.4849,6.4969,6.4089,6.6630,6.5050,6.4613
1268_456,6.6687,6.5456,6.4924,6.4191,6.4070,6.4266
1269_921,6.5708,6.7375,6.6707,6.4610,6.5738,6.4546
126_843,6.9284,6.7627,6.5995,6.3962,6.4902,6.4430
1270_1107,7.3267,7.3066,7.2065,7.1407,7.0917,7.1294
1271_110,5.4289,5.7495,5.7084,5.7979,5.7588,5.6968
1272_1341,5.5065,5.7145,5.4734,5.5538,5.4169,5.4115
1273_981,4.9081,5.6374,5.4631,5.0234,5.1531,4.9952
1274_624,5.4414,5.9105,5.6719,5.2918,5.3549,5.2795
1275_477,6.1550,6.2260,6.1738,6.2588,5.9960,6.0836
1276_1226,4.7727,4.5211,4.6284,4.6414,4.7659,4.8564
1277_967,4.1781,4.5020,4.3784,4.2233,4.2693,4.3911
1278_993,4.7810,4.9784,4.7372,4.6800,4.5466,4.6322
1279_633,6.5646,6.6042,6.6766,6.2706,6.4176,6.3978
127_641,7.7089,7.7768,7.7686,8.2625,8.2347,8.4947
1280_152,6.5191,6.5688,6.6243,6.6512,6.7910,6.7236
1281_180,6.9062,6.9018,6.9038,6.6337,6.7943,6.7174
1282_315,6.9645,6.8227,6.7899,6.8171,6.7632,6.6996
1283_162,6.8558,6.9124,6.7290,6.6154,6.7872,6.8075
1284_214,6.5900,6.2577,6.3171,6.7200,6.8236,6.9682
1285_1355,3.7632,3.9880,3.9071,3.6418,4.0496,3.7731
1286_1063,5.2268,5.0012,5.0798,4.7336,5.4024,4.9605
1287_813,3.9858,3.8903,3.9106,3.8706,3.7837,3.7591
1288_771,4.6470,4.6526,4.5386,4.5156,4.4832,4.2989
1289_1004,5.1152,4.8810,4.9297,4.9174,4.8105,4.9151
128_86,8.2503,7.9879,8.0775,8.3534,8.3214,8.2746
1290_529,3.8712,4.3729,4.1386,3.9013,4.1263,4.2415
1291_777,4.6964,4.6698,4.6454,4.6465,4.5019,4.4501
1292_1887,4.4310,4.6393,4.4441,4.5610,4.5606,4.5869
1293_293,4.4081,4.1340,3.8410,4.0747,4.0976,4.1368
1294_928,4.0027,3.8133,4.0265,4.0895,3.9419,3.8502
1295_860,5.0066,4.9527,5.0645,5.0541,5.1043,5.0723
1296_954,4.7503,4.7196,4.9020,5.2815,5.0240,4.9965
1297_1226,5.1217,5.3379,5.2797,5.1203,5.3948,5.2214
1298_764,6.7516,6.7592,6.5291,6.6144,6.5883,6.5397
1299_1410,5.7453,5.6098,5.5811,5.7169,5.5764,5.5203
129_940,4.4250,4.6488,4.6364,4.3186,4.7182,4.7767
12_1709,9.3748,9.2161,9.2800,9.7429,9.7521,9.7085
1300_140,10.0038,9.8889,9.9493,10.1806,9.9926,10.0047
1301_653,7.8569,8.0257,7.7854,7.5240,7.5215,7.5272
1302_644,6.8243,7.0731,6.8973,6.6185,6.4751,6.4598
1303_36,5.1904,5.0725,4.9260,5.3316,5.1596,5.3555
1304_713,4.6910,4.5284,4.5055,4.7366,4.7130,4.6514
1305_638,5.9846,6.2853,6.1439,6.0229,5.9859,6.0269
1306_1542,6.9441,7.0185,7.0219,6.7175,6.8086,6.8745
1307_870,5.8414,5.8907,5.9743,5.9242,6.0231,6.0254
1308_13,9.0290,8.9981,8.9373,8.9382,8.8322,8.7898
1309_177,10.0332,10.4300,10.3095,10.1264,10.1644,10.0281
130_275,4.0172,4.0939,3.9924,4.0345,3.8370,3.8839
1310_66,8.5633,8.0359,7.8653,7.6720,7.6905,7.6239
1311_78,8.6135,8.8195,8.7270,9.0914,8.9379,8.8470
1312_212,6.9282,6.8370,6.8916,6.4866,6.6281,6.4613
1313_1267,4.3881,4.1632,4.1743,4.4959,4.1489,4.1781
1314_1007,4.4414,4.1825,4.3895,4.6169,4.6041,4.6912
1315_1226,4.3217,4.2237,4.0493,4.2027,4.1975,4.1955
1316_661,5.4756,5.4488,5.3659,5.7369,5.7226,5.7276
1317_337,7.5932,7.8290,7.8908,7.7152,7.9097,7.8725
1318_820,5.7763,5.5892,5.4898,5.3679,5.1516,5.3087
1319_887,6.7745,6.9104,6.8166,6.7696,6.6754,6.7321
131_320,4.7520,4.5060,4.5775,4.7883,4.5858,4.7859
1320_1054,7.2045,7.3438,7.2182,7.1878,7.1367,7.1648
1321_817,7.0118,7.1051,6.9490,7.0853,7.0580,7.1437
1322_997,4.6723,4.9143,4.7547,4.7545,4.8508,4.9913
1323_20,4.3665,4.3041,4.3816,4.3102,4.3019,4.1733
1324_18,3.8620,3.9466,3.9359,4.0074,4.0001,3.9598
1325_59,3.7973,3.8089,3.8506,3.7193,3.9990,3.9939
1326_734,4.7909,4.6429,4.5970,4.7292,4.4488,4.3508
1327_2340,4.2100,4.2833,4.1727,4.1561,4.0179,4.0662
1328_37,3.7665,3.7436,3.8472,3.6390,3.7886,3.8261
1329_72,4.0145,4.1055,3.7311,3.8076,3.8273,4.0393
132_524,4.6641,4.5977,4.5146,4.3909,4.5180,4.6018
1330_42,4.2089,4.2051,4.1306,4.2434,4.1408,4.0930
1331_95,4.3084,4.2304,4.3515,4.5299,4.2583,4.2547
1332_86,4.0555,4.3015,4.4527,3.8597,4.3987,4.0582
1333_90,4.4687,4.3767,4.3822,4.5627,4.1578,4.3564
1334_165,7.9591,8.1051,8.1538,8.0289,8.0160,7.9830
1335_225,4.2299,4.2622,4.1240,4.0262,3.9655,3.9136
1336_138,4.3244,4.2754,4.2301,4.3575,4.0039,3.9904
1337_726,4.8792,4.6331,4.5661,4.7241,4.6597,4.7875
1338_401,4.6367,4.5708,4.4985,4.3263,4.5858,4.5411
1339_340,4.9516,4.9122,4.7433,4.7100,4.5460,4.5168
133_2415,4.3183,4.2274,4.1748,4.3217,4.0419,3.9276
1340_20,5.6360,5.4923,5.5254,5.1826,5.4041,5.2930
1341_50,4.9520,4.9811,4.8827,4.9288,4.7291,4.6391
1342_1037,5.8780,6.3035,6.2740,6.6505,6.6901,6.7619
1343_147,5.4254,5.6918,5.8222,5.3943,5.8819,5.9071
1344_28,4.2484,4.4935,4.4634,4.4860,4.5856,4.5628
1345_883,5.3354,5.4854,5.3779,4.9965,5.0457,4.9770
1346_183,4.2999,4.2715,4.4419,4.1724,4.3823,4.4304
1348_2602,5.2914,5.3723,5.2910,5.2337,4.9961,5.0171
1349_531,5.0637,4.9266,5.0144,5.1237,4.9751,5.0463
134_696,4.1943,4.1839,4.2502,4.3608,4.3973,4.4480
1350_373,5.2621,5.5058,5.4878,5.5027,5.4386,5.2743
1351_91,4.5686,5.2393,5.1672,4.9865,5.1363,5.1078
1352_2,5.6112,5.4646,5.6445,5.5344,5.8486,5.6529
1353_347,6.3260,4.9598,5.2650,5.4394,5.3708,5.4621
1354_717,4.6734,4.5354,4.4235,5.0074,4.6301,4.6037
1355_3198,6.2892,6.5044,6.2645,6.7088,6.7368,6.7842
1356_165,8.6036,8.6299,8.6045,8.2549,8.6196,8.5861
1357_37,6.6093,6.7217,6.5865,7.2785,7.3525,7.4013
1358_909,6.9771,6.6495,6.6684,6.8176,6.7693,6.8059
1359_2444,5.6054,5.6290,5.6311,5.4319,5.4577,5.2652
135_458,4.2888,4.2001,3.9909,4.1744,3.9609,3.9978
